Id,Label,SemanticCluster,ClusterTerms,TotalPapers,TopClusterCount,NormId,Author,Community
Kristine Pakalniete,Kristine Pakalniete,Cluster 11,"tax, income, household, redistributive, benefit, inequality, country, debt, social, fiscal",1,1,Kristine Pakalniete,Kristine Pakalniete,18
Ieva Oskolokaite,Ieva Oskolokaite,Cluster 11,"tax, income, household, redistributive, benefit, inequality, country, debt, social, fiscal",1,1,Ieva Oskolokaite,Ieva Oskolokaite,18
Daiva Semeniene,Daiva Semeniene,Cluster 11,"tax, income, household, redistributive, benefit, inequality, country, debt, social, fiscal",1,1,Daiva Semeniene,Daiva Semeniene,18
Claire Armstrong,Claire Armstrong,Cluster 6,"preference, choice, support, respondent, service, valuation, environmental, survey, increase, experiment",1,1,Claire Armstrong,Claire Armstrong,18
Stale Navrud,Stale Navrud,Cluster 6,"preference, choice, support, respondent, service, valuation, environmental, survey, increase, experiment",1,1,Stale Navrud,Stale Navrud,18
Christian A vossler,Christian A vossler,Cluster 6,"preference, choice, support, respondent, service, valuation, environmental, survey, increase, experiment",1,1,Christian A vossler,Christian A vossler,18
Aleksandra Wisniewska,Aleksandra Wisniewska,Cluster 6,"preference, choice, support, respondent, service, valuation, environmental, survey, increase, experiment",1,1,Aleksandra Wisniewska,Aleksandra Wisniewska,18
Katarzyna Zagorska,Katarzyna Zagorska,Cluster 11,"tax, income, household, redistributive, benefit, inequality, country, debt, social, fiscal",1,1,Katarzyna Zagorska,Katarzyna Zagorska,18
Olga Kiuila,Olga Kiuila,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",18,13,Olga Kiuila,Olga Kiuila,25
Thomas F rutherford,Thomas F rutherford,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",5,4,Thomas F rutherford,Thomas F rutherford,25
Peter Mieszkowski,Peter Mieszkowski,Cluster 5,"health, pension, age, population, people, defined, welfare, care, contribution, increasing",1,1,Peter Mieszkowski,Peter Mieszkowski,25
Jerzy Sleszynski,Jerzy Sleszynski,Cluster 11,"tax, income, household, redistributive, benefit, inequality, country, debt, social, fiscal",2,2,Jerzy Sleszynski,Jerzy Sleszynski,25
Michal Antoszewski,Michal Antoszewski,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",1,1,Michal Antoszewski,Michal Antoszewski,25
Jakub Boratynski,Jakub Boratynski,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",1,1,Jakub Boratynski,Jakub Boratynski,25
Magdalena Zachlod-jelec,Magdalena Zachlod-jelec,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",1,1,Magdalena Zachlod-jelec,Magdalena Zachlod-jelec,25
Krzysztof Wojtowicz,Krzysztof Wojtowicz,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",2,2,Krzysztof Wojtowicz,Krzysztof Wojtowicz,25
Maciej Cygler,Maciej Cygler,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",1,1,Maciej Cygler,Maciej Cygler,25
Robert Jeszke,Robert Jeszke,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",1,1,Robert Jeszke,Robert Jeszke,25
Maciej Pyrka,Maciej Pyrka,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",1,1,Maciej Pyrka,Maciej Pyrka,25
Przemyslaw Sikora,Przemyslaw Sikora,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",1,1,Przemyslaw Sikora,Przemyslaw Sikora,25
Jan Gaska,Jan Gaska,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",1,1,Jan Gaska,Jan Gaska,25
Erika Jorgensen,Erika Jorgensen,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",1,1,Erika Jorgensen,Erika Jorgensen,25
Leszek Kasek,Leszek Kasek,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",2,2,Leszek Kasek,Leszek Kasek,25
Ryszard Malarski,Ryszard Malarski,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",1,1,Ryszard Malarski,Ryszard Malarski,25
Wojciech Rabiega,Wojciech Rabiega,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",1,1,Wojciech Rabiega,Wojciech Rabiega,25
Anil Markandya,Anil Markandya,Cluster 11,"tax, income, household, redistributive, benefit, inequality, country, debt, social, fiscal",2,1,Anil Markandya,Anil Markandya,25
Milan Scasny,Milan Scasny,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",1,1,Milan Scasny,Milan Scasny,25
Grzegorz Peszko,Grzegorz Peszko,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",1,1,Grzegorz Peszko,Grzegorz Peszko,25
Thomas Rutherford,Thomas Rutherford,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",1,1,Thomas Rutherford,Thomas Rutherford,25
Emilia Lewczuk,Emilia Lewczuk,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",1,1,Emilia Lewczuk,Emilia Lewczuk,25
Pawel Kaczmarczyk,Pawel Kaczmarczyk,Noise,,16,9,Pawel Kaczmarczyk,Pawel Kaczmarczyk,7
Marek Okolski,Marek Okolski,Noise,,6,4,Marek Okolski,Marek Okolski,7
Agata Gorny,Agata Gorny,Cluster 2,"regional, wage, region, employment, poland, market, labor, worker, labour, policy",4,3,Agata Gorny,Agata Gorny,7
Maciej Duszczyk,Maciej Duszczyk,Noise,,2,1,Maciej Duszczyk,Maciej Duszczyk,7
Renata Stefanska,Renata Stefanska,Noise,,1,1,Renata Stefanska,Renata Stefanska,7
Andrzej Kubisiak,Andrzej Kubisiak,Cluster 2,"regional, wage, region, employment, poland, market, labor, worker, labour, policy",1,1,Andrzej Kubisiak,Andrzej Kubisiak,7
Anne White,Anne White,Noise,,1,1,Anne White,Anne White,7
Izabela Grabowska,Izabela Grabowska,Noise,,1,1,Izabela Grabowska,Izabela Grabowska,7
Krystyna Slany,Krystyna Slany,Noise,,1,1,Krystyna Slany,Krystyna Slany,7
Monika Szulecka,Monika Szulecka,Cluster 2,"regional, wage, region, employment, poland, market, labor, worker, labour, policy",1,1,Monika Szulecka,Monika Szulecka,7
Maciej Bitner,Maciej Bitner,Cluster 2,"regional, wage, region, employment, poland, market, labor, worker, labour, policy",1,1,Maciej Bitner,Maciej Bitner,7
Urszula Siedlecka,Urszula Siedlecka,Cluster 2,"regional, wage, region, employment, poland, market, labor, worker, labour, policy",1,1,Urszula Siedlecka,Urszula Siedlecka,7
Aneta Stefanczyk,Aneta Stefanczyk,Cluster 2,"regional, wage, region, employment, poland, market, labor, worker, labour, policy",1,1,Aneta Stefanczyk,Aneta Stefanczyk,7
Mikkel Barslund,Mikkel Barslund,Cluster 2,"regional, wage, region, employment, poland, market, labor, worker, labour, policy",1,1,Mikkel Barslund,Mikkel Barslund,7
Matthias Busse,Matthias Busse,Cluster 2,"regional, wage, region, employment, poland, market, labor, worker, labour, policy",1,1,Matthias Busse,Matthias Busse,7
Carlos Vargas-silva,Carlos Vargas-silva,Cluster 2,"regional, wage, region, employment, poland, market, labor, worker, labour, policy",1,1,Carlos Vargas-silva,Carlos Vargas-silva,7
Timo Baas,Timo Baas,Cluster 2,"regional, wage, region, employment, poland, market, labor, worker, labour, policy",1,1,Timo Baas,Timo Baas,7
Mario Izquierdo peinado,Mario Izquierdo peinado,Cluster 2,"regional, wage, region, employment, poland, market, labor, worker, labour, policy",1,1,Mario Izquierdo peinado,Mario Izquierdo peinado,7
Juan F jimeno,Juan F jimeno,Cluster 2,"regional, wage, region, employment, poland, market, labor, worker, labour, policy",1,1,Juan F jimeno,Juan F jimeno,7
Aitor Lacuesta,Aitor Lacuesta,Cluster 2,"regional, wage, region, employment, poland, market, labor, worker, labour, policy",1,1,Aitor Lacuesta,Aitor Lacuesta,7
Bela Galgoczi,Bela Galgoczi,Cluster 2,"regional, wage, region, employment, poland, market, labor, worker, labour, policy",1,1,Bela Galgoczi,Bela Galgoczi,7
Janine Leschke,Janine Leschke,Cluster 2,"regional, wage, region, employment, poland, market, labor, worker, labour, policy",1,1,Janine Leschke,Janine Leschke,7
Joanna Nestorowicz,Joanna Nestorowicz,Cluster 2,"regional, wage, region, employment, poland, market, labor, worker, labour, policy",1,1,Joanna Nestorowicz,Joanna Nestorowicz,7
Krzysztof Kosc,Krzysztof Kosc,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",5,5,Krzysztof Kosc,Krzysztof Kosc,8
Gerli Paat-ahi,Gerli Paat-ahi,Cluster 1,"trade, gravity, country, variable, eu, eurozone, cee, cee country, agreement, human",1,1,Gerli Paat-ahi,Gerli Paat-ahi,8
Maria Swiderek,Maria Swiderek,Cluster 1,"trade, gravity, country, variable, eu, eurozone, cee, cee country, agreement, human",1,1,Maria Swiderek,Maria Swiderek,8
Janek Saluse,Janek Saluse,Cluster 1,"trade, gravity, country, variable, eu, eurozone, cee, cee country, agreement, human",1,1,Janek Saluse,Janek Saluse,8
Ain Aaviksoo,Ain Aaviksoo,Cluster 1,"trade, gravity, country, variable, eu, eurozone, cee, cee country, agreement, human",1,1,Ain Aaviksoo,Ain Aaviksoo,8
Group Eurodrg,Group Eurodrg,Cluster 1,"trade, gravity, country, variable, eu, eurozone, cee, cee country, agreement, human",1,1,Group Eurodrg,Group Eurodrg,8
Malgorzata Jablczynska,Malgorzata Jablczynska,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",3,3,Malgorzata Jablczynska,Malgorzata Jablczynska,8
Przemyslaw Rys,Przemyslaw Rys,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",4,4,Przemyslaw Rys,Przemyslaw Rys,8
Grzegorz Zakrzewski,Grzegorz Zakrzewski,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",6,6,Grzegorz Zakrzewski,Grzegorz Zakrzewski,8
Mateusz Wywial,Mateusz Wywial,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",3,3,Mateusz Wywial,Mateusz Wywial,8
Oleh Bilyk,Oleh Bilyk,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",1,1,Oleh Bilyk,Oleh Bilyk,8
Rafal Sieradzki,Rafal Sieradzki,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",1,1,Rafal Sieradzki,Rafal Sieradzki,8
Anna Turovtseva,Anna Turovtseva,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",1,1,Anna Turovtseva,Anna Turovtseva,8
Piotr Boguszewski,Piotr Boguszewski,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",15,10,Piotr Boguszewski,Piotr Boguszewski,23
Maria Lissowska,Maria Lissowska,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",1,1,Maria Lissowska,Maria Lissowska,23
Departament Stabilnosci finansowej,Departament Stabilnosci finansowej,Noise,,3,2,Departament Stabilnosci finansowej,Departament Stabilnosci finansowej,23
Dorota Mirowska-wierzbicka,Dorota Mirowska-wierzbicka,Noise,,1,1,Dorota Mirowska-wierzbicka,Dorota Mirowska-wierzbicka,23
Katarzyna Puchalska,Katarzyna Puchalska,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",4,4,Katarzyna Puchalska,Katarzyna Puchalska,10
Malgorzata Markiewicz,Malgorzata Markiewicz,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",1,1,Malgorzata Markiewicz,Malgorzata Markiewicz,23
Jacek Kocerka,Jacek Kocerka,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",1,1,Jacek Kocerka,Jacek Kocerka,23
Marcin Sienicki,Marcin Sienicki,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",1,1,Marcin Sienicki,Marcin Sienicki,23
Steve Bond,Steve Bond,Cluster 0,"monetary, rate, policy, exchange, exchange rate, monetary policy, inflation, euro, economy, strategy",1,1,Steve Bond,Steve Bond,28
Arshia Hashemi,Arshia Hashemi,Cluster 0,"monetary, rate, policy, exchange, exchange rate, monetary policy, inflation, euro, economy, strategy",1,1,Arshia Hashemi,Arshia Hashemi,28
Greg Kaplan,Greg Kaplan,Cluster 0,"monetary, rate, policy, exchange, exchange rate, monetary policy, inflation, euro, economy, strategy",2,1,Greg Kaplan,Greg Kaplan,28
Piotr Zoch,Piotr Zoch,Cluster 0,"monetary, rate, policy, exchange, exchange rate, monetary policy, inflation, euro, economy, strategy",4,3,Piotr Zoch,Piotr Zoch,28
Yu-ting Chiang,Yu-ting Chiang,Cluster 0,"monetary, rate, policy, exchange, exchange rate, monetary policy, inflation, euro, economy, strategy",1,1,Yu-ting Chiang,Yu-ting Chiang,28
Quynh Bui,Quynh Bui,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",1,1,Quynh Bui,Quynh Bui,8
Nguyen Vo,Nguyen Vo,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",1,1,Nguyen Vo,Nguyen Vo,8
Jan Grudniewicz,Jan Grudniewicz,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",1,1,Jan Grudniewicz,Jan Grudniewicz,8
Mateusz Kijewski,Mateusz Kijewski,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",1,1,Mateusz Kijewski,Mateusz Kijewski,8
Maciej Wysocki,Maciej Wysocki,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",2,2,Maciej Wysocki,Maciej Wysocki,8
Maryna Zenkova,Maryna Zenkova,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",1,1,Maryna Zenkova,Maryna Zenkova,8
Baranochnikov I.,Baranochnikov I.,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",1,1,Baranochnikov I.,Baranochnikov I.,30
Slepaczuk R.,Slepaczuk R.,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",1,1,Slepaczuk R.,Slepaczuk R.,30
Michal Latoszek,Michal Latoszek,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",1,1,Michal Latoszek,Michal Latoszek,8
Stanislaw Cichocki,Stanislaw Cichocki,Cluster 2,"regional, wage, region, employment, poland, market, labor, worker, labour, policy",12,5,Stanislaw Cichocki,Stanislaw Cichocki,10
Klarita Gerxhani,Klarita Gerxhani,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",1,1,Klarita Gerxhani,Klarita Gerxhani,10
Piotr Bieniek,Piotr Bieniek,Cluster 17,"article, research, determinant, includes, europe, objective, goal, development, theory, identify",1,1,Piotr Bieniek,Piotr Bieniek,10
Maria Szczepaniec,Maria Szczepaniec,Cluster 17,"article, research, determinant, includes, europe, objective, goal, development, theory, identify",1,1,Maria Szczepaniec,Maria Szczepaniec,10
Josip Franic,Josip Franic,Cluster 2,"regional, wage, region, employment, poland, market, labor, worker, labour, policy",1,1,Josip Franic,Josip Franic,10
Velde Der van lucas,Velde Der van lucas,Cluster 2,"regional, wage, region, employment, poland, market, labor, worker, labour, policy",1,1,Velde Der van lucas,Velde Der van lucas,3
Aleksandra Naganska,Aleksandra Naganska,Noise,,1,1,Aleksandra Naganska,Aleksandra Naganska,10
Maciej Sobolewski,Maciej Sobolewski,Noise,,2,1,Maciej Sobolewski,Maciej Sobolewski,1
Ireneusz Miernik,Ireneusz Miernik,Noise,,1,1,Ireneusz Miernik,Ireneusz Miernik,1
Marcin Malawski,Marcin Malawski,Noise,,1,1,Marcin Malawski,Marcin Malawski,1
Adele Ossareh,Adele Ossareh,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",1,1,Adele Ossareh,Adele Ossareh,1
Mohammad Saeed pourjafar,Mohammad Saeed pourjafar,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",1,1,Mohammad Saeed pourjafar,Mohammad Saeed pourjafar,1
Pawel Kowal,Pawel Kowal,Noise,,1,1,Pawel Kowal,Pawel Kowal,1
Robert Borowski,Robert Borowski,Noise,,2,1,Robert Borowski,Robert Borowski,1
Iana Okhrimenko,Iana Okhrimenko,Noise,,2,1,Iana Okhrimenko,Iana Okhrimenko,1
Wojciech Rogowski,Wojciech Rogowski,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",2,2,Wojciech Rogowski,Wojciech Rogowski,1
Malgorzata Pawlowska,Malgorzata Pawlowska,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",1,1,Malgorzata Pawlowska,Malgorzata Pawlowska,1
Jacek Socha,Jacek Socha,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",1,1,Jacek Socha,Jacek Socha,1
Maciej Pogorzelski,Maciej Pogorzelski,Cluster 8,"spatial, model, location, simple, different, learning, distance, point, market, prediction",1,1,Maciej Pogorzelski,Maciej Pogorzelski,1
Przemyslaw Kusztelak,Przemyslaw Kusztelak,Cluster 8,"spatial, model, location, simple, different, learning, distance, point, market, prediction",1,1,Przemyslaw Kusztelak,Przemyslaw Kusztelak,1
Sobolewski Maciej,Sobolewski Maciej,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",1,1,Sobolewski Maciej,Sobolewski Maciej,49
Miernik Ireneusz,Miernik Ireneusz,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",1,1,Miernik Ireneusz,Miernik Ireneusz,49
Kopczewski Tomasz,Kopczewski Tomasz,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",1,1,Kopczewski Tomasz,Kopczewski Tomasz,49
Muhammad Saeed ashraf,Muhammad Saeed ashraf,Noise,,5,1,Muhammad Saeed ashraf,Muhammad Saeed ashraf,0
Fujun Hou,Fujun Hou,Noise,,6,2,Fujun Hou,Fujun Hou,0
Woo Gon kim,Woo Gon kim,Noise,,1,1,Woo Gon kim,Woo Gon kim,0
Wasim Ahmad,Wasim Ahmad,Noise,,4,2,Wasim Ahmad,Wasim Ahmad,0
Rana Umair ashraf,Rana Umair ashraf,Noise,,19,4,Rana Umair ashraf,Rana Umair ashraf,0
Syed Anees haider zaidi,Syed Anees haider zaidi,Cluster 18,"public, local, government, sector, spending, limit, expenditure, higher, private, influence",7,2,Syed Anees haider zaidi,Syed Anees haider zaidi,0
Faisal Mehmood mirza,Faisal Mehmood mirza,Cluster 18,"public, local, government, sector, spending, limit, expenditure, higher, private, influence",1,1,Faisal Mehmood mirza,Faisal Mehmood mirza,0
Zhiqiang Ma,Zhiqiang Ma,Cluster 5,"health, pension, age, population, people, defined, welfare, care, contribution, increasing",1,1,Zhiqiang Ma,Zhiqiang Ma,0
Muhammad Wasif zafar,Muhammad Wasif zafar,Cluster 5,"health, pension, age, population, people, defined, welfare, care, contribution, increasing",1,1,Muhammad Wasif zafar,Muhammad Wasif zafar,0
Abdul Haseeb,Abdul Haseeb,Cluster 5,"health, pension, age, population, people, defined, welfare, care, contribution, increasing",1,1,Abdul Haseeb,Abdul Haseeb,0
Ali Hashemizadeh,Ali Hashemizadeh,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",1,1,Ali Hashemizadeh,Ali Hashemizadeh,0
Irfan Khan,Irfan Khan,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",3,2,Irfan Khan,Irfan Khan,0
Syed Ali ashiq kirmani,Syed Ali ashiq kirmani,Cluster 12,"school, student, education, reform, test, international, estimate, year, loss, significant",3,1,Syed Ali ashiq kirmani,Syed Ali ashiq kirmani,0
Muhammad Ilyas,Muhammad Ilyas,Cluster 12,"school, student, education, reform, test, international, estimate, year, loss, significant",2,1,Muhammad Ilyas,Muhammad Ilyas,0
Hafiz Muhammad arshad,Hafiz Muhammad arshad,Cluster 12,"school, student, education, reform, test, international, estimate, year, loss, significant",1,1,Hafiz Muhammad arshad,Hafiz Muhammad arshad,0
Raja Irfan sabir,Raja Irfan sabir,Cluster 12,"school, student, education, reform, test, international, estimate, year, loss, significant",1,1,Raja Irfan sabir,Raja Irfan sabir,0
Muhammad Sohail,Muhammad Sohail,Noise,,1,1,Muhammad Sohail,Muhammad Sohail,0
Liangmin Wang,Liangmin Wang,Noise,,1,1,Liangmin Wang,Liangmin Wang,0
Shunrong Jiang,Shunrong Jiang,Noise,,1,1,Shunrong Jiang,Shunrong Jiang,0
Samar Zaineldeen,Samar Zaineldeen,Noise,,1,1,Samar Zaineldeen,Samar Zaineldeen,0
Ijaz Hussain shah,Ijaz Hussain shah,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",1,1,Ijaz Hussain shah,Ijaz Hussain shah,0
Shahid Mohammad khan ghauri,Shahid Mohammad khan ghauri,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",1,1,Shahid Mohammad khan ghauri,Shahid Mohammad khan ghauri,0
Ibne Hassan,Ibne Hassan,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",1,1,Ibne Hassan,Ibne Hassan,0
Naeem Akhtar,Naeem Akhtar,Cluster 17,"article, research, determinant, includes, europe, objective, goal, development, theory, identify",1,1,Naeem Akhtar,Naeem Akhtar,0
Muhammad Junaid,Muhammad Junaid,Cluster 17,"article, research, determinant, includes, europe, objective, goal, development, theory, identify",1,1,Muhammad Junaid,Muhammad Junaid,0
Li Mingxing,Li Mingxing,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",1,1,Li Mingxing,Li Mingxing,0
Ma Zhiqiang,Ma Zhiqiang,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",1,1,Ma Zhiqiang,Ma Zhiqiang,0
Rashid Saeed,Rashid Saeed,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",2,1,Rashid Saeed,Rashid Saeed,0
Rab Nawaz lodhi,Rab Nawaz lodhi,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",1,1,Rab Nawaz lodhi,Rab Nawaz lodhi,0
Usama Awan,Usama Awan,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",1,1,Usama Awan,Usama Awan,0
Qamar Uz zaman malik,Qamar Uz zaman malik,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",1,1,Qamar Uz zaman malik,Qamar Uz zaman malik,0
Muhammad Fahad anwar,Muhammad Fahad anwar,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",1,1,Muhammad Fahad anwar,Muhammad Fahad anwar,0
Qamar Uz zaman,Qamar Uz zaman,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",1,1,Qamar Uz zaman,Qamar Uz zaman,0
Syed Iftikhar ul hassan,Syed Iftikhar ul hassan,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",1,1,Syed Iftikhar ul hassan,Syed Iftikhar ul hassan,0
Khurram Abbas,Khurram Abbas,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",1,1,Khurram Abbas,Khurram Abbas,0
Kateryna Boichenko,Kateryna Boichenko,Cluster 1,"trade, gravity, country, variable, eu, eurozone, cee, cee country, agreement, human",1,1,Kateryna Boichenko,Kateryna Boichenko,0
Mario Nuno mata,Mario Nuno mata,Cluster 1,"trade, gravity, country, variable, eu, eurozone, cee, cee country, agreement, human",1,1,Mario Nuno mata,Mario Nuno mata,0
Stefan Cristian gherghina,Stefan Cristian gherghina,Cluster 1,"trade, gravity, country, variable, eu, eurozone, cee, cee country, agreement, human",1,1,Stefan Cristian gherghina,Stefan Cristian gherghina,0
Shufang Xiao,Shufang Xiao,Cluster 4,"firm, innovation, export, country, productivity, foreign, performance, exporting, empirical, productive",1,1,Shufang Xiao,Shufang Xiao,0
Fenni Lian,Fenni Lian,Cluster 4,"firm, innovation, export, country, productivity, foreign, performance, exporting, empirical, productive",1,1,Fenni Lian,Fenni Lian,0
Mingxing Li,Mingxing Li,Cluster 16,"cost, emission, energy, curve, equilibrium, general equilibrium, sector, environmental, technology, general",1,1,Mingxing Li,Mingxing Li,0
Liangze Ma,Liangze Ma,Cluster 18,"public, local, government, sector, spending, limit, expenditure, higher, private, influence",1,1,Liangze Ma,Liangze Ma,0
Muhammad Ahtisham ul haq,Muhammad Ahtisham ul haq,Cluster 18,"public, local, government, sector, spending, limit, expenditure, higher, private, influence",1,1,Muhammad Ahtisham ul haq,Muhammad Ahtisham ul haq,0
Xianhua Fan,Xianhua Fan,Cluster 18,"public, local, government, sector, spending, limit, expenditure, higher, private, influence",1,1,Xianhua Fan,Xianhua Fan,0
Amber Iqbal,Amber Iqbal,Noise,,1,1,Amber Iqbal,Amber Iqbal,0
Ayesha Riaz,Ayesha Riaz,Noise,,1,1,Ayesha Riaz,Ayesha Riaz,0
David Randall,David Randall,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,David Randall,David Randall,14
Marat Khairoutdinov,Marat Khairoutdinov,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",2,2,Marat Khairoutdinov,Marat Khairoutdinov,14
Akio Arakawa,Akio Arakawa,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,Akio Arakawa,Akio Arakawa,14
Wojciech W grabowski,Wojciech W grabowski,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",17,12,Wojciech W grabowski,Wojciech W grabowski,14
Lian-ping Wang,Lian-ping Wang,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",2,2,Lian-ping Wang,Lian-ping Wang,14
Piotr K smolarkiewicz,Piotr K smolarkiewicz,Cluster 14,"volatility, strategy, investment, market, model, forecast, stock, portfolio, price, index",2,1,Piotr K smolarkiewicz,Piotr K smolarkiewicz,14
Hugh Morrison,Hugh Morrison,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",4,3,Hugh Morrison,Hugh Morrison,14
Lier-walqui Van marcus,Lier-walqui Van marcus,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,Lier-walqui Van marcus,Lier-walqui Van marcus,14
Ann M fridlind,Ann M fridlind,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,Ann M fridlind,Ann M fridlind,14
Jerry Y harrington,Jerry Y harrington,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,Jerry Y harrington,Jerry Y harrington,14
Corinna Hoose,Corinna Hoose,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,Corinna Hoose,Corinna Hoose,14
Alexei Korolev,Alexei Korolev,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,Alexei Korolev,Alexei Korolev,14
